followers_count,friends_count,favorites_count,statuses_count,default_profile,default_profile_image,verified,bot
15,3,0,401,0,0,0,1
1645,1893,6,5024,0,0,0,1
6,0,0,11,1,0,0,1
337,2,0,28941,1,0,0,1
67,0,1,144,0,0,0,1
743,14,0,21164,0,0,0,1
179,1,0,1149,1,0,0,1
33,38,0,17,1,0,0,1
332,242,2,366,0,0,0,1
61,0,0,81,1,0,0,1
2,341,29,44,1,0,0,1
347,147,169,10042,1,0,0,1
4,24,1,0,1,1,0,1
113,1,0,776,1,0,0,1
5,93,5,1,1,0,0,1
98,45,38,223659,1,0,0,1
47,65,0,3,1,0,0,1
49,2,7,323,1,0,0,1
1,38,67,97,1,0,0,1
10832,2673,2413,34971,0,0,0,1
0,26,21,23,1,0,0,1
168,224,432,7028,0,0,0,1
133554,95060,1453,40763,0,0,0,1
102,1,0,266,1,0,0,1
4369,0,0,1542,1,0,0,1
970,1,0,2023,0,0,0,1
13,0,0,1947,1,0,0,1
104938,1064,11928,18504,0,0,1,1
481,0,0,6391,1,0,0,1
712,3,0,24996,1,0,0,1
23,121,62,16,1,0,0,1
32,1582,0,4,1,1,0,1
132,1,2,503,0,0,0,1
6212,6397,329,206723,0,0,0,1
2807,1,3,1470,1,0,0,1
2339,1,0,3625,0,0,0,1
6645,1,168,8416,0,0,0,1
2271,3,0,15514,0,0,0,1
261,0,6,3410,1,0,0,1
93,1,0,29804,1,0,0,1
2,31,159,1,1,0,0,1
38,835,0,4,1,0,0,1
5280,6,9,17341,0,0,0,1
11,205,22,0,1,1,0,1
111,0,0,1719,1,0,0,1
5,389,1,0,1,0,0,1
7,40,0,113,1,0,0,1
9,0,0,130,1,0,0,1
5,603,155,166,1,0,0,1
78,0,21,692,0,0,0,1
38529,6,0,10857,1,0,0,1
741,3,2,1125,0,0,0,1
2,116,4,8,1,0,0,1
1219,87,311,2200,1,0,0,1
1,9,0,1,1,0,0,1
181,1,0,60475,0,0,0,1
7,0,0,1381,0,0,0,1
62,1,1,1760,1,0,0,1
312,2,21,856,0,0,0,1
274,1728,11,11,1,0,0,1
154,2,4,658,0,0,0,1
703,32,0,2755,0,0,0,1
1553,2038,1131,31437,1,0,0,1
51,1832,79,636,0,0,0,1
0,260,18,19,1,0,0,1
74,2,0,608,0,0,0,1
207,8,0,5591,0,0,0,1
69,4,1,171,1,0,0,1
52,2,21,7996,0,0,0,1
69,12,0,175,1,0,0,1
567,0,0,16733,0,0,0,1
912,2,19,3528,0,0,0,1
29,52,4,58,0,0,0,1
35,0,0,2050,0,0,0,1
364,0,2,25220,1,0,0,1
40,0,25,1868,1,0,0,1
828,13,6,19596,1,0,0,1
61,150,191,130,1,0,0,1
273,0,0,7507,1,0,0,1
216,1,0,1725,1,0,0,1
15,159,0,525,0,0,0,1
342,0,0,22070,1,0,0,1
60,1,1,9249,1,0,0,1
447,1,0,21892,1,0,0,1
9301,1830,143,13454,1,0,0,1
97,0,0,34097,1,0,0,1
13049,0,0,260879,1,0,0,1
152,141,3,2281,0,0,0,1
501,1,1,2146,0,0,0,1
6776,4,287,3753,1,0,0,1
14,0,0,129,1,0,0,1
1396,2,0,5126,1,0,0,1
473,5,0,1814,0,0,0,1
6,124,2,0,1,0,0,1
5,474,80,81,1,0,0,1
2,51,0,0,1,1,0,1
43,1,0,3846,0,0,0,1
798,1,0,2539,0,0,0,1
2923,1,0,652,0,0,0,1
400,287,1,27635,0,0,0,1
9212,2,0,8996,1,0,0,1
1,336,35,33,1,0,0,1
169,18,3,4,1,0,0,1
86,0,0,22951,1,0,0,1
4159,5001,15,51,1,0,0,1
316,1981,2631,42565,0,0,0,1
70,0,1,16312,0,0,0,1
66,2,0,5647,1,0,0,1
79,1,0,3615,0,0,0,1
52957,710,29,379275,0,0,0,1
6,43,12,2,1,0,0,1
258,2883,90,5401,1,0,0,1
2,685,164,204,1,0,0,1
127,1,0,2836,1,0,0,1
38,69,446,2957,1,0,0,1
248,231,56,71111,1,0,0,1
20,0,0,84,1,0,0,1
1787,1,0,27932,1,0,0,1
110,0,0,4185,1,0,0,1
1,32,66,93,1,0,0,1
602,830,2,93873,1,0,0,1
2,21,2,1,1,1,0,1
297,0,0,330,1,0,0,1
280,310,14,11307,1,0,0,1
620,2,0,40633,1,0,0,1
256,639,0,1250,0,0,0,1
114,205,0,136271,0,0,0,1
114,243,0,4385,0,0,0,1
1536,1894,2161,3545,1,0,0,1
66,3716,0,0,1,1,0,1
183,1,1,3511,0,0,0,1
3,0,0,5236,0,0,0,1
693,0,1,12910,0,0,0,1
17289,8538,0,772559,0,0,0,1
990,7,2,35869,1,0,0,1
436,1,0,25646,0,0,0,1
81,39,0,1752,0,0,0,1
515,1,0,1271,1,0,0,1
142,24,33,723,1,0,0,1
0,35,38,44,1,0,0,1
12,2004,276,333,0,0,0,1
491,4970,187,118,1,0,0,1
56,1,1,7118,0,0,0,1
0,99,0,0,1,1,0,1
15,1,0,170,1,0,0,1
90,3,2,6585,0,0,0,1
6,157,11,0,1,0,0,1
4,30,1,3,0,1,0,1
41381,42166,0,1617,0,0,0,1
63,1,0,2078,0,0,0,1
0,28,0,0,0,1,0,1
175,1,1,13142,0,0,0,1
0,353,25,67,1,0,0,1
5558,6032,115,1877,1,0,0,1
500,726,17962,22712,0,0,0,1
6,662,156,211,1,0,0,1
56836,1,3,6863363,1,0,0,1
27004,21,158,3979,0,0,0,1
352,0,0,11068,1,0,0,1
735,1,0,45914,0,0,0,1
43721,165,0,938563,0,0,0,1
7203,1,3,3235,1,0,0,1
1,29,0,1,1,1,0,1
7,644,156,214,1,0,0,1
231,2,72,17500,1,0,0,1
2003,0,54,39446,0,0,0,1
347,4,39,42526,1,0,0,1
10,100,0,1,1,0,0,1
87216,15228,768,717,0,0,1,1
59,0,0,1343,1,0,0,1
3437,2,0,4356,1,0,0,1
760,1,31,4193,1,0,0,1
136,2,0,5684,0,0,0,1
27,326,7,472,1,0,0,1
5,662,169,208,1,0,0,1
5,187,6,1,1,0,0,1
0,292,31,31,1,0,0,1
0,260,17,15,1,0,0,1
84,14,0,238,0,0,0,1
16,1,0,3222,0,0,0,1
11,2,0,5464,0,0,0,1
64,0,0,3947,1,0,0,1
20,96,374,1,1,0,0,1
10,728,133,174,0,0,0,1
1,3,0,1,1,1,0,1
25,95,0,2722,0,0,0,1
0,39,0,0,1,1,0,1
33,2272,287,362,0,0,0,1
7230,947,162,75122,0,0,0,1
1692,1,0,1575,1,0,0,1
4,704,168,198,1,0,0,1
67,242,45,470,0,0,0,1
1444,17,0,54742,1,0,0,1
40,0,0,5052,0,0,0,1
2,337,21,25,1,0,0,1
1307,1,0,2285,1,0,0,1
159,474,174,562,1,0,0,1
50,0,0,1462,1,0,0,1
129,1,0,2341,1,0,0,1
216,12,0,2535,0,0,0,1
2,287,12,17,1,0,0,1
0,276,16,42,1,0,0,1
7,33,0,3,1,0,0,1
475,0,0,17299,1,0,0,1
0,7,3,1,1,0,0,1
8372,4,0,2455,0,0,0,1
21,1921,260,322,0,0,0,1
366,0,0,19686,1,0,0,1
2101,1693,16017,2175,0,0,0,1
12090,12774,0,49305,0,0,0,1
10,0,0,289,0,0,0,1
3621,250,0,5479,1,0,0,1
10,164,64,66,1,1,0,1
26040,729,0,87219,1,0,0,1
8,0,0,764,0,0,0,1
62,4,19,23134,0,0,0,1
1802,1,5,5034,0,0,0,1
1609,0,0,1670,1,0,0,1
0,111,2,1,1,1,0,1
3,0,0,1208,1,0,0,1
60674,1,1605,12130,0,0,0,1
0,44,45,69,1,0,0,1
2838,6,0,11889,1,0,0,1
1811,15,20,29998,0,0,0,1
1157,0,2,54289,1,0,0,1
4391,0,4,8732,1,0,0,1
8,766,142,208,0,0,0,1
49,277,0,7,1,0,0,1
1727,46,193,28918,1,0,0,1
0,25,62,86,1,0,0,1
1,41,80,126,1,0,0,1
50196,48860,112382,81267,1,0,0,1
314,0,0,2978,0,0,0,1
5,73,1,0,1,1,0,1
660,3,5,4529,1,0,0,1
0,39,0,0,1,1,0,1
64,0,0,180,0,0,0,1
185,1,0,573,1,0,0,1
3,201,1,1,1,0,0,1
571,6,11,72830,1,0,0,1
0,21,0,0,1,1,0,1
33,1,0,4032,0,0,0,1
0,327,26,31,1,0,0,1
11,820,157,587,0,0,0,1
1087,1,0,1947,1,0,0,1
1,328,27,26,1,0,0,1
26,1949,300,386,0,0,0,1
29879,108,1589,50659,0,0,0,1
1,496,95,108,1,0,0,1
206,2,8,18817,0,0,0,1
1323,1538,186,912,0,0,0,1
546,96,12,2639,1,0,0,1
1120,1168,1459,1556,0,0,0,1
7812,5,0,4464,0,0,0,1
1040,0,1,2633,1,0,0,1
0,256,13,11,1,0,0,1
0,28,103,145,1,0,0,1
8,0,0,2115,1,0,0,1
0,25,60,69,1,0,0,1
60,258,93,93,1,0,0,1
82,83,3,653,0,0,0,1
12,2,0,7086,1,1,0,1
62,973,10890,1,1,0,0,1
1047,1,0,3661,1,0,0,1
85,1,0,24631,0,0,0,1
23,1863,271,374,0,0,0,1
320,4,13,5570,1,0,0,1
27264,3516,5,508835,0,0,0,1
16,1859,262,336,0,0,0,1
2,41,68,119,1,0,0,1
4547,2,137,59621,1,0,0,1
1,38,74,89,1,0,0,1
31,0,0,975,1,0,0,1
170,3,0,22899,1,0,0,1
23,0,0,2584,1,0,0,1
74,744,90,14,1,0,0,1
372,2105,1,12,0,0,0,1
71727,34,0,109163,1,0,0,1
36,1,0,1025,1,0,0,1
13,3,0,79,1,0,0,1
861,2,0,6567,1,0,0,1
0,337,20,37,1,0,0,1
98,2,0,3621,0,0,0,1
8,674,144,176,1,0,0,1
300,1,1,777,0,0,0,1
75,48,0,2080,0,0,0,1
22,1,0,3868,1,0,0,1
61,0,1,148294,1,0,0,1
155,0,0,9286,1,0,0,1
7872,2,2,72176,1,0,0,1
656,9,36,3306,1,0,0,1
540,2,0,745,0,0,0,1
8,1,0,0,1,0,0,1
183,3,0,31,1,0,0,1
77,39,4,2828,1,1,0,1
7,2,0,2296,1,1,0,1
1533,1714,0,19176,0,0,0,1
378,4,1,11085,1,0,0,1
55,0,0,10002,0,0,0,1
362770,355287,9,3042,1,0,1,1
32,17,3,173,1,0,0,1
7,1,0,246,0,0,0,1
20,1883,302,374,0,0,0,1
1104,136,0,483,0,0,0,1
290,1,0,1196,1,0,0,1
236,0,0,2821,0,0,0,1
1,341,23,31,1,0,0,1
1854,8,11,127238,1,0,0,1
35,206,0,4,1,1,0,1
6,2,0,6609,1,1,0,1
388,13,2,21390,1,0,0,1
18,0,0,1262,0,0,0,1
6,635,163,251,1,0,0,1
0,350,23,35,1,0,0,1
74,0,1,9057,1,0,0,1
7,0,0,2192,1,0,0,1
2,1,0,63519,1,0,0,1
1242,4610,0,8743,1,0,0,1
18,334,47,42,1,1,0,1
60427,0,0,68521,1,0,0,1
9,1,0,95,0,0,0,1
1186,1774,0,85162,1,0,0,1
17,221,15,444,1,1,0,1
3,698,136,178,1,0,0,1
56,1,0,12245,1,0,0,1
67,0,0,120232,1,0,0,1
1,509,75,104,1,0,0,1
142,1,0,3555,0,0,0,1
3508,4053,0,7252,0,0,0,1
2235,0,2,23695,1,0,0,1
0,28,49,90,1,0,0,1
251,131,1,362,1,0,0,1
528,1,1,14915,1,0,0,1
247,12,0,13551,1,0,0,1
173,0,2,1188,1,0,0,1
15,1770,293,444,0,0,0,1
187,0,14,1577,0,0,0,1
396,1,0,3631,0,0,0,1
0,72,4,2,1,1,0,1
0,259,21,18,1,0,0,1
50,6,2,2001,1,0,0,1
2352,5001,3943,32426,1,0,0,1
17,0,0,170,1,0,0,1
585,3479,0,212,0,0,0,1
0,26,68,70,1,0,0,1
9,213,2,1,1,0,0,1
343,1,0,5140,1,0,0,1
10,1,0,13148,1,0,0,1
300,1,0,4092,1,0,0,1
7,166,2,15,1,0,0,1
13681,3306,88,882734,1,0,0,1
1,333,35,31,1,0,0,1
1026,1,0,3456,1,0,0,1
1075,0,0,703,1,0,0,1
2048,5,75,25498,1,0,0,1
35,2,0,4571,0,0,0,1
107,541,151,650,0,0,0,1
449,0,0,998,1,0,0,1
799,1,0,11373,0,0,0,1
516,14,133,38073,1,0,0,1
576,39,21,52048,0,0,0,1
79,195,23,34,1,0,0,1
0,37,39,63,1,0,0,1
2,465,56,76,1,0,0,1
8,660,127,190,1,0,0,1
211,321,24,26,1,0,0,1
14,0,0,2653,1,0,0,1
2832,2,34,34306,1,0,0,1
2,492,71,79,1,0,0,1
113,28,2,3053,1,0,0,1
2,236,15,20,1,0,0,1
172,69,5,1065316,0,0,0,1
150,0,6,326,0,0,0,1
5,485,90,98,1,0,0,1
18,1,0,2585,0,0,0,1
90,0,1,21327,1,0,0,1
13,0,0,1805,0,0,0,1
3,28,60,96,1,0,0,1
159,0,0,904,0,0,0,1
80,98,2,375,1,0,0,1
38194,68,60,1393,0,0,0,1
110,1,2,6511,0,0,0,1
56,39,0,247223,1,1,0,1
1,253,25,26,1,0,0,1
49,12,1,831,0,0,0,1
145,0,0,153,1,0,0,1
566,122,7,33258,1,0,0,1
1353,76,1,21536,0,0,0,1
22,0,0,1212,1,0,0,1
4,668,125,172,1,0,0,1
4,343,0,1,1,1,0,1
331,890,3,11,0,0,0,1
0,2,0,1,1,0,0,1
281,0,0,1224,1,0,0,1
407,2,1,32573,0,0,0,1
6,341,42,73,1,0,0,1
195,1,5,5949,0,0,0,1
26,0,0,1317,0,0,0,1
1727,1030,117,1639,0,0,0,1
35,3,0,53057,1,0,0,1
21,2033,317,403,0,0,0,1
85,1,0,1000,1,0,0,1
10280,1,0,1592,0,0,0,1
13091,10734,1005,53518,0,0,0,1
2896,2,15,113733,1,0,0,1
882,231,3,2826,1,0,0,1
1374,2102,2,114,1,0,0,1
318,4,0,128811,0,0,0,1
80,0,0,39803,1,0,0,1
182,0,0,3322,1,0,0,1
1,315,13,27,1,0,0,1
299,0,0,14332,1,1,0,1
372,0,0,2714,1,0,0,1
80,0,1,4854,1,0,0,1
3,314,34,56,1,0,0,1
2,276,23,23,1,0,0,1
1084,1368,0,10281,1,0,0,1
31,1,0,4911,0,0,0,1
1628,4,3,5155,1,0,0,1
1510,2126,0,207479,0,0,0,1
109901,85639,3550,455,1,0,0,1
197,0,0,199,0,0,0,1
6465,5916,0,18513,0,0,0,1
3,114,2,1,1,1,0,1
88,29,0,178,1,0,0,1
32,1,0,2290,1,0,0,1
130,0,0,3190,1,0,0,1
2,334,19,27,1,0,0,1
6,3,0,253,1,0,0,1
276,540,21524,3062,1,0,0,1
887,0,20624,43512,0,0,0,1
47,45,113,1752,1,0,0,1
1,42,0,0,1,1,0,1
1461,197,1,23533,1,0,0,1
128,0,0,151,1,0,0,1
806,4924,92,19,1,0,0,1
0,14,0,0,1,1,0,1
41,0,0,300,1,0,0,1
5418,4307,1,45675,0,0,0,1
98866,108366,851,868,0,0,0,1
0,240,21,13,1,0,0,1
3,156,0,2,1,1,0,1
904,0,0,1123,0,0,0,1
35,54,0,114,1,0,0,1
282,2205,1,3,1,0,0,1
3588,0,0,18413,0,0,0,1
132,46,740,7346,1,0,0,1
3788,4466,3,297198,1,0,0,1
67,0,0,103,1,0,0,1
883,1,0,2574,1,0,0,1
3835,1,1,1432,1,0,0,1
410,0,0,7709,1,0,0,1
78,41,6628,4249,1,0,0,1
235,192,4,7875,1,0,0,1
530,2,2,298,0,0,0,1
0,30,0,0,1,1,0,1
2845,4,0,16272,0,0,0,1
52,1,0,80,1,0,0,1
683,0,0,577,1,0,0,1
173,0,0,6893,1,0,0,1
83215,12,45,2063,0,0,0,1
6,17,0,1,1,1,0,1
10,2,0,5775,1,0,0,1
2,249,14,26,1,0,0,1
78,0,0,10130,1,0,0,1
82,0,0,4591,0,0,0,1
87,0,0,2905,0,0,0,1
3,21,0,0,1,1,0,1
11,0,0,52,1,0,0,1
260,0,0,25155,1,0,0,1
291,1,30,3223,0,0,0,1
159,6,0,5019,1,0,0,1
40,0,0,3921,1,0,0,1
1814,0,5106,57061,1,0,0,1
0,280,21,31,1,0,0,1
0,9,0,0,1,1,0,1
806,85,229,1497,0,0,0,1
25,524,1,1,1,0,0,1
77,1,0,5057,1,0,0,1
140,0,0,16203,1,0,0,1
41,0,0,2397,0,0,0,1
1248,7,0,11708,0,0,0,1
662,3,60,29818,1,0,0,1
49,1,23,9820,0,0,0,1
0,35,58,83,1,0,0,1
1148,7,6,24607,1,0,0,1
2,85,7,11,1,1,0,1
19,23,2,2768,0,0,0,1
10057,7468,1905,1459,0,0,0,1
1464,40,996,144584,0,0,0,1
490,1,0,927,1,0,0,1
93,0,0,5145,0,0,0,1
36,1,0,793,1,0,0,1
60,32,2,4365,1,0,0,1
214,0,0,9727,1,0,0,1
34,787,7,2,1,1,0,1
571310,76070,37437,56077,0,0,1,0
292385,963,1248,16688,0,0,1,0
1,7,0,3,1,1,0,0
222659,352,143,10999,0,0,1,0
646,446,13440,25292,0,0,0,0
2,5,0,2,1,1,0,0
27,25,17,50,1,0,0,0
316,192,2257,7329,0,0,0,0
211616,8617,1941,2037,0,0,1,0
429604,600,30,497,0,0,1,0
106,153,973,1408,1,0,0,0
17118,385,4,3168,0,0,0,0
94714,43,0,1,1,0,1,0
1793645,428911,6881,155671,0,0,1,0
328658,110,3,319,1,0,1,0
1159,2524,160,4718,1,0,0,0
383,324,145,389,0,0,0,0
132562,842,4046,5000,0,0,1,0
9021504,16,11,13245,0,0,1,0
74952,340,8101,7931,1,0,1,0
22270820,263,2329,46185,0,0,1,0
829658,56,490,16192,0,0,0,0
56,708,112,95,1,0,0,0
1132,8,32,656,1,0,0,0
40,51,19,914,0,0,0,0
106,318,11,441,1,0,0,0
658530,369,1163,13327,0,0,1,0
3039240,1744,412,37953,0,0,1,0
747,639,3649,3918,0,0,0,0
35916070,277,147,11904,0,0,1,0
5324864,45,49,1537,0,0,1,0
6055541,881,28,5536,0,0,1,0
2026336,53,6,487,0,0,1,0
829,621,753,9500,0,0,0,0
6298,3780,85334,46617,0,0,0,0
243582,489,24206,17195,0,0,1,0
958913,3664,467,44581,0,0,1,0
75,426,1147,269,1,0,0,0
19451,6,37,254,1,0,0,0
22,95,86,52,1,0,0,0
113,280,2600,4538,0,0,0,0
4,81,133,3,1,0,0,0
2665301,299,1301,9572,1,0,1,0
13305,1154,1251,3571,0,0,0,0
4,27,32,18,1,0,0,0
289928,1061,18,19353,0,0,1,0
867,1544,87,1058,0,0,0,0
45,150,32,108,0,0,0,0
3262,454,1346,1355,0,0,1,0
97,105,1777,1439,0,0,0,0
26434,553,3786,7110,0,0,0,0
417924,16771,999,39013,0,0,1,0
21,48,482,233,1,0,0,0
151,1833,164,591,0,0,0,0
8381372,203,21,6834,0,0,1,0
2006589,1993,429,33226,0,0,1,0
157,281,0,4421,0,0,0,0
2287,4297,1558,497,0,0,0,0
289,208,20,1247,0,0,0,0
63996,4883,297,6896,0,0,1,0
1356,3206,126,396,1,0,0,0
270,1891,0,17,1,0,0,0
24,65,0,84,0,0,0,0
1763697,397,708,3859,0,0,1,0
649,30,0,213,0,0,1,0
10,76,2,19,0,0,0,0
146565,522,4360,10026,0,0,0,0
177,119,1016,21311,0,0,0,0
28875,0,0,437,0,0,1,0
1541514,68,66,14230,0,0,1,0
62647,277,431,11885,0,0,1,0
46,96,147,13,1,0,0,0
1300380,24248,4184,8536,0,0,1,0
1474073,40,13,8601,0,0,1,0
314,823,770,1062,0,0,0,0
216039,67,972,1878,0,0,1,0
5370,82,607,7169,1,0,0,0
2844,126,692,263,1,0,1,0
77,524,8,39,1,0,0,0
3702525,8875,135,59937,0,0,1,0
214083,211,365,3060,0,0,1,0
4,67,2,18,1,1,0,0
772,970,1030,2269,0,0,0,0
5024,1265,4375,31149,0,0,0,0
1322,3001,2521,2965,0,0,0,0
33,100,2,7,0,0,0,0
15571,883,16908,21707,0,0,0,0
64,98,2,1031,0,0,0,0
28933243,800,43,42955,0,0,1,0
122108,5790,223,24891,0,0,1,0
27,118,28,29,1,0,0,0
22,101,7,9,1,0,0,0
262,729,30,235,0,0,0,0
17880103,763,306,9487,0,0,1,0
118,342,62,46,1,0,0,0
8896,417,797,9936,0,0,0,0
77,65,22,17,1,0,0,0
45,75,10,103,0,0,0,0
952135,858,2402,83812,0,0,1,0
1811013,415,181,9472,0,0,1,0
71,263,22,49,1,0,0,0
8503,222,861,21716,0,0,1,0
64,279,15,83,1,0,0,0
32129515,547,51,32419,0,0,1,0
59,67,1030,1002,1,0,0,0
54,89,1,1177,0,0,0,0
52,337,2503,247,0,0,0,0
9132,1841,590,6437,0,0,1,0
9515386,1329,1141,5942,0,0,1,0
276122,166,1234,7336,0,0,1,0
3191970,371987,13,2119,0,0,1,0
27859346,157,0,286,0,0,1,0
5541,888,396,901,0,0,0,0
35,50,0,113,0,0,0,0
2917721,303,372,3123,0,0,1,0
37,456,5,587,1,0,0,0
299938,1558,3931,13302,0,0,1,0
1161,133,308,670,0,0,0,0
28,921,54,8,1,0,0,0
22,97,15,85,0,0,0,0
29270,24101,1571,2426,0,0,1,0
16547,13437,72,12467,0,0,1,0
2801091,843,6552,14733,0,0,1,0
562918,653,313,6339,0,0,1,0
3749,1,177,7931,0,0,0,0
35412,105,15,967,0,0,0,0
1749014,254,0,470,1,0,1,0
138849,216,6,987,0,0,1,0
4218370,5512,655,44847,0,0,1,0
35476,150,1380,484,0,0,0,0
2142490,45023,26993,16826,0,0,1,0
5960,1070,24299,9444,0,0,1,0
750,2657,8757,14773,0,0,0,0
34,204,0,0,1,1,0,0
7518766,13587,4,6952,0,0,1,0
13011,2715,73,1592,0,0,1,0
237490,314,158,2230,0,0,1,0
166,294,77,261,0,0,0,0
31,58,8,11,0,0,0,0
26408349,41,46,34592,0,0,1,0
48641,33,0,0,1,0,1,0
96217,541,3705,3591,0,0,1,0
45,143,0,180,0,0,0,0
1173947,412,743,24811,0,0,1,0
370920,272,30,11766,0,0,1,0
7222,787,4,16034,0,0,0,0
878131,5044,297,79503,0,0,1,0
15,83,0,1,1,1,0,0
20261,19440,7758,6949,0,0,1,0
4961351,742,11859,36385,0,0,1,0
8800,2917,95,85,0,0,0,0
4347,419,2311,11333,0,0,0,0
2,79,1,2,1,1,0,0
4,35,0,4,1,0,0,0
72,96,78,191,0,0,0,0
2459472,1725,8367,12868,0,0,1,0
3334308,374,4363,8939,0,0,1,0
259280,28,20,9517,0,0,1,0
325,104,12,151,0,0,0,0
13453399,679,58,8652,0,0,1,0
542057,991,20281,9030,0,0,1,0
1267,134,9912,7029,0,0,0,0
814594,144,695,8341,1,0,1,0
36,519,139,133,1,0,0,0
2115097,3851,90,27626,1,0,1,0
242,392,767,2064,0,0,0,0
27458,27182,233,91,1,0,0,0
2747,492,42,248,0,0,0,0
1026238,223642,14499,19256,0,0,1,0
39,270,364,307,1,0,0,0
3654259,1336,3557,3456,0,0,1,0
159613,6949,220,5877,0,0,1,0
14,18,50,41,0,0,0,0
823,547,4812,1964,0,0,0,0
204,269,635,2672,0,0,0,0
76,1336,165,38,1,1,0,0
3517571,855,185,23660,0,0,1,0
115,93,74,126,1,0,0,0
7901272,51,231,9748,0,0,1,0
4457073,57,674,342,0,0,1,0
1073,197,8791,8452,0,0,0,0
10572149,1237,2290,138227,0,0,1,0
3630,557,433,643,1,0,0,0
1,4,0,0,0,0,0,0
242,520,28,196,1,0,0,0
1513771,269684,16453,8973,0,0,1,0
10795,21,9,36,0,0,1,0
328,1875,5,3335,1,0,0,0
5156022,398,62,17715,0,0,1,0
1571,181,608,409,0,0,0,0
815583,178,484,2391,0,0,1,0
25255491,671,177,6976,0,0,1,0
50765,1401,1957,7596,0,0,1,0
870,667,243,617,0,0,0,0
644027,559,4051,15713,0,0,1,0
45385,158,13431,11153,0,0,1,0
4217692,12820,39,31195,0,0,1,0
1877332,2190,0,9362,0,0,1,0
34363304,909,14320,269878,0,0,1,0
9192152,241,11,18144,0,0,1,0
18,40,3,51,1,0,0,0
41,290,79,3,1,0,0,0
30615,6849,12274,67431,0,0,0,0
3196,2536,6392,9983,0,0,0,0
174482,22566,112,5639,1,0,0,0
4077,2193,1913,2349,0,0,0,0
215,721,0,76,0,0,0,0
2540943,129,767,4470,0,0,1,0
5555,296,11881,10335,0,0,0,0
1517993,3739,1412,32702,0,0,1,0
397,2436,171,569,0,0,0,0
2039596,333,42,3361,0,0,1,0
42,204,5490,580,1,1,0,0
112499,9471,1,625,0,0,1,0
9216131,508,6348,4304,0,0,1,0
112379,2116,2641,6421,1,0,0,0
2744,923,2157,9699,1,0,0,0
32,347,15,21,1,0,0,0
6296,47,12,179,0,0,0,0
216251,227,88,1537,0,0,1,0
502303,13766,3374,69778,0,0,1,0
176,96,1638,11388,0,0,0,0
22,161,4,6,1,1,0,0
12264,821,1390,2136,0,0,1,0
4639,491,0,7,0,1,0,0
9,128,70,17,1,0,0,0
22,102,4,26,1,0,0,0
68937,349,18479,47114,0,0,1,0
5935044,2509,175,34774,0,0,1,0
232,386,3798,2369,1,0,0,0
318621,603,10838,18794,0,0,1,0
2073481,2952,298,71174,0,0,1,0
197,599,135,1732,0,0,0,0
107622,76,127,3900,0,0,1,0
1870168,637,305,44689,0,0,1,0
947045,271,88,4905,0,0,1,0
1583,852,5036,5602,0,0,0,0
200622,586,564,12902,0,0,1,0
354,21,0,225,0,0,1,0
1909411,17,10994,27849,0,0,1,0
29270575,428,350,6221,0,0,1,0
6578005,692,87,9536,0,0,1,0
876,448,67,9732,0,0,0,0
15472164,1450,77,22750,0,0,1,0
2254,200,573,3437,0,0,0,0
2419,1144,11257,7230,0,0,0,0
95,15,5,2240,0,0,0,0
758,654,7131,30413,0,0,0,0
314361,184,389,10659,0,0,1,0
56805,3,18,12376,0,0,1,0
126786,0,1084,7656,0,0,0,0
107,268,134,2906,0,0,0,0
1871284,9,2,4238,0,0,1,0
30454,797,500,4676,0,0,1,0
605365,60,389,3652,0,0,1,0
6378,44,4458,7244,0,0,0,0
384507,199,12,5206,0,0,1,0
1227898,1305,736,3792,0,0,1,0
2,54,0,1,1,0,0,0
129,238,610,3678,1,0,0,0
3784246,15193,2513,14535,0,0,1,0
669,613,6369,14133,0,0,0,0
399054,23907,1,205,0,0,1,0
1,22,1,1,1,0,0,0
4763532,742,158,20404,0,0,1,0
34960,530,882,3882,0,0,1,0
151,1292,437,692,1,0,0,0
86,2924,0,670,0,0,0,0
171,269,20,8061,1,0,0,0
8476840,2836,631,227103,0,0,1,0
269,368,3,1896,0,0,0,0
504,207,27,1546,0,0,0,0
578,310,574,379,0,0,0,0
384433,423,1356,9924,0,0,1,0
69,293,234,107,0,0,0,0
2,44,1,2,1,1,0,0
22703994,1,0,2895,0,0,1,0
3057658,32,0,2054,0,0,1,0
228,64,1449,1015,0,0,0,0
46,12,986,6083,0,0,0,0
372,396,381,440,1,0,0,0
36,107,47,27,0,0,0,0
16260659,2742,2138,38435,0,0,1,0
108,226,741,1570,0,0,0,0
121,592,1690,1085,1,0,0,0
4799319,943150,107,10405,0,0,1,0
25887,2623,17033,14258,0,0,0,0
1427838,139,0,4735,0,0,1,0
11,80,0,1,0,0,0,0
796718,284,2666,17149,0,0,1,0
135677,1708,11340,23655,0,0,1,0
3673,1485,5263,11406,1,0,0,0
1803087,504,3,5653,0,0,1,0
21,23,0,3,1,0,0,0
283215,852,54595,81749,0,0,1,0
68,255,0,6,1,1,0,0
198739,9867,375,3957,0,0,1,0
23477,2,120,59325,1,0,0,0
67,496,0,3,1,0,0,0
288,298,2949,2933,1,0,0,0
186,858,145,307,0,0,0,0
1526,1346,3332,8662,0,0,0,0
7011,315,1820,631,0,0,0,0
131328,147,72,207,0,0,1,0
1867,2913,1375,6544,0,0,0,0
1039625,176,29,825,0,0,1,0
40,117,13,48,0,0,0,0
